Signature_genes	cardiac_muscle_cell	cardiac_neuron	endocardial_cell	endothelial_cell	fibroblast	leukocyte	myofibroblast_cell	smooth_muscle_cell
ENSG00000125398.5	0.00542862	0	0.000224147	0.002781362	0.488322481	0.014487277	0.011584616	0
ENSG00000164691.12	0.00100938	0.003349193	0.002755334	0.011868675	0.003280549	0.468118656	0.010751104	0
ENSG00000183160.8	0.050329842	0.008358115	0.006795721	0.02683193	1.197018162	0.12413454	0.010599394	0.033716126
ENSG00000174429.3	0.1793388	0	0	0	0	0	0.01036087	0
ENSG00000068615.12	8.89E-02	0.00E+00	7.77E-05	4.19E-03	7.89E-04	0.00E+00	9.93E-03	3.90E-01
ENSG00000166482.7	0.113830418	0.014305391	0.001757287	0.03145248	2.993992375	0.062213227	0.009916699	0.151475743
ENSG00000106809.6	0.256319883	0	0.001420705	0.006552104	1.374011658	0.046333966	0.009703119	0.001107941
ENSG00000182578.9	0.024316231	0.007972516	0.00660002	0.014978902	0.01654258	2.887351731	0.009669671	0.010429899
ENSG00000122477.8	0.547009761	0	0.005384671	0.030972844	0.005262058	0.02649189	0.009619953	0.019677072
ENSG00000198722.8	0.159661531	0.029838273	0.308554549	0.173106796	0.012786852	0.008837531	0.009612657	0
ENSG00000007237.14	0.030873904	3.009697877	0.054594389	0.036382982	1.190079022	1.66073484	0.00946743	0.002002804
ENSG00000114279.9	0.86962307	0	0	0.021143827	0.01050501	8.77656E-05	0.009408373	0
ENSG00000164530.9	0.091058443	0.007456291	0.087984845	0.076060087	3.054639683	0.040325807	0.009399993	0.007118951
ENSG00000154330.8	0.237343849	0	0.742676434	0.055057448	0.006173213	0	0.00893293	0.216109177
ENSG00000105767.2	0.000271336	0.560196453	0	0.002258077	0.00467391	0.000315557	0.008406282	0
ENSG00000112378.11	0.749024323	0	0.484195593	0.023023016	0.096632172	0.000235442	0.008316586	1.190551443
ENSG00000165646.7	0.015972923	0.003385885	0.526302155	0.033907306	0.019565505	0.010426633	0.007595481	0.081981948
ENSG00000128052.8	0.129051466	0.031289912	0.686917559	2.171778742	0.013797393	0.001332886	0.00725934	0.002162122
ENSG00000158869.6	0.005777582	0.001664448	0.001381919	0.008062298	0.00658215	2.398995397	0.007178404	0.007935495
ENSG00000169851.11	0.441923339	0	0.373322715	0.000937341	0.04811427	0.005146015	0.006965092	0
ENSG00000130300.4	0.030209853	0.001599166	3.239377977	0.105873192	0.125002568	0.000304709	0.006849181	0.001057835
ENSG00000139914.6	0.420193187	0	0	0.008084433	0.002023493	0.0074786	0.006389347	0
ENSG00000132938.14	1.193435443	0	0.046402606	0.043925114	0.028944225	0.027793572	0.006087157	0
ENSG00000172005.6	0.008384162	1.710722876	0.978452739	0.003758297	0.001460426	0.008101743	0.005999787	0
ENSG00000182118.5	1.93E-02	7.87E-01	1.21E-02	2.69E-01	8.00E-05	0.00E+00	5.87E-03	0.00E+00
ENSG00000171766.11	0.033217797	2.315710155	0.015945943	0.017229591	0.023564064	0.933294567	0.005809168	0.171477133
ENSG00000133800.4	0.003324098	0	0.412480422	0.031007471	0.002186421	1.182958236	0.005625051	0
ENSG00000102879.11	0.00439819	0.005993347	0.002972267	0.016015274	0.00543482	2.438681498	0.005552321	0.002016498
ENSG00000159189.7	0.015175455	0.003382595	0.015625964	0.009826736	0.008921357	3.291142158	0.005493999	0.024025419
ENSG00000071242.7	0.1047074	0.19285692	1.05615802	0.21885898	0.01561183	0.03910138	0.00547578	0
ENSG00000177301.9	0.000280651	1.918862138	0.003217603	0.000289565	0.010228658	0	0.00524556	0
ENSG00000165659.12	0.025595037	0	0	0.15939295	0.002042674	0	0.005157211	0
ENSG00000100599.11	0.015383908	0.008740167	0.043709906	0.330867071	0.00060681	0.164238685	0.004967495	0.002016498
ENSG00000118946.7	5.64E-02	1.66E-03	0.00E+00	2.31E-01	4.97E-05	0.00E+00	4.92E-03	0.00E+00
ENSG00000165269.8	0.112547347	0	0.003661933	1.803349575	0.003213798	0.00033235	0.004728365	0.004662828
ENSG00000150048.6	0.000140848	0	0.530602097	0.565509542	0.000870899	0.021803285	0.004667982	0.003127352
ENSG00000169282.13	0	0	0.001730272	0	0.010165399	0.015991546	0.004422825	0.867956686
ENSG00000163131.6	0.011300367	0.005092859	0.008911772	0.013912122	0.010066686	2.641666483	0.004361684	0.037261265
ENSG00000132386.6	0.150129906	0	0.004336643	0.037659696	2.607003978	0.304775259	0.003885247	0.001057835
ENSG00000087253.7	0.002637515	0.88648882	0.087952256	0.002097534	0.016048568	0.706239462	0.003573699	0.003989237
ENSG00000043462.7	0.000263234	0.05288475	0	0.055155416	0.000436174	0.547911649	0.003484248	0
ENSG00000011600.7	0.004551407	0.008714847	0.002884789	0.005754299	0.00628883	2.643793174	0.003375627	0.015116646
ENSG00000164867.6	0.043465287	0	0.88685057	0.704424472	0.007127546	0	0.003295967	0
ENSG00000119326.10	0.20080504	0.00651817	0.207934024	7.14883E-05	0.032967829	0	0.003210831	0
ENSG00000145703.11	0.01244146	1.539539137	0.063840907	0.000618228	0.059188873	0.457753673	0.003187367	0.003964987
ENSG00000117154.7	0.00E+00	1.27E+00	8.93E-05	0.00E+00	6.84E-04	0.00E+00	3.09E-03	0.00E+00
ENSG00000163121.5	0.011871349	0	0.158284659	0.038621353	0.000221177	0.550229092	0.003033	0.003964987
ENSG00000138623.5	5.22E-03	8.74E-03	0.00E+00	1.91E-01	4.42E-05	2.21E-04	2.96E-03	0.00E+00
ENSG00000104894.7	0.001057297	0	0.000471322	0.002089173	0.011005103	0.613916272	0.002916605	0.00268614
ENSG00000079335.13	0	0	0.183348584	0.031753856	0.012932767	0.016732618	0.002837289	0
ENSG00000179776.13	0.086977254	0	0.835958083	1.533959817	0.004846254	0.002126422	0.002771741	0.002497052
ENSG00000136167.9	0.013033723	0.004089521	0.00034123	0.033504133	0.001556085	2.236465307	0.002676184	0.002016498
ENSG00000170956.12	0.052759666	0	0.24757035	0.89907141	0.004946444	0.085965922	0.002643217	0.003127352
ENSG00000198910.8	0	1.1672138	0	0.014116551	0.000421319	0.000174813	0.002609343	0
ENSG00000205678.3	0.460549105	0	0	0.00567849	0.001559611	0	0.002607401	0
ENSG00000112562.14	0.027005577	0.003283392	0.003731212	0.014868436	1.813101072	0.025673689	0.002550721	0
ENSG00000128340.10	0.002203775	0	0.002048621	0.017110532	0.00442295	1.499527878	0.002479764	0.007092339
ENSG00000134769.17	0.252452826	0.265513611	0	0	0.03285456	0.000540539	0.002473604	0.24759323
ENSG00000059377.11	0.000139053	0	0	0.004071699	0.002334502	1.002628345	0.002405686	0.002016498
ENSG00000166428.8	0.002108315	0.123195403	0.003220721	0.003510671	0.004463009	1.983300962	0.002338228	0.010720746
ENSG00000121716.14	0	0	0.011663722	0.000105633	0.000116349	0.495174728	0.002323545	0.239405454
ENSG00000173269.9	0.10551885	0	2.300134304	1.500123548	0.003709566	0.000341745	0.00227585	0.001341848
ENSG00000120586.4	0.059838354	0	0.000225421	0.000304717	0.002764072	2.304787259	0.00224186	0.002016498
ENSG00000092068.14	0.00057967	0	0.000310854	0.000938447	0.00913944	0.429870688	0.002236553	0.002016498
ENSG00000146192.10	0	0	0.00071202	0.00026689	0.000673341	0.53199677	0.002180813	0.003989237
ENSG00000143119.8	0.00454515	0.005690032	0.003634958	0.004694972	0.002563367	1.788779209	0.002134134	0.010568398
ENSG00000198626.11	1.489491862	0	0.005040826	0.019528017	0.003677031	0.001934557	0.002088876	0
ENSG00000162511.7	0.010672626	0.006443537	0.009150541	0.015273235	0.006613199	2.924418436	0.001997867	0.018822576
ENSG00000130755.8	0.002223836	0	0.032257467	0.028753716	0.004092965	0.789486897	0.001956154	0
ENSG00000115648.9	0	0.664221728	0.011905141	0	0.00091393	0.030385423	0.001872269	0.002016498
ENSG00000124491.11	0.002416825	0	0.000673722	0.01079464	0.002309413	2.286443347	0.001857298	0
ENSG00000242574.4	0.00041448	0	0.113341379	0.015019215	0.009687861	1.122434377	0.001855018	0.161393651
ENSG00000146070.12	0.073929868	0.001355846	0.672291691	0.069519516	0.008153105	1.486167194	0.001773851	0
ENSG00000167874.6	0.124085089	0.005295846	0.621973821	2.071139384	0.006456823	0.012407722	0.001752852	0.001057835
ENSG00000171236.9	0.142754649	0	0.823699519	0.100046326	0.001554191	0.000292748	0.001724476	0
ENSG00000015413.5	0.064159684	0.008950129	0.024596809	0.00932028	2.407468731	0.022952664	0.001670271	0
ENSG00000163815.5	0.001481363	0.001498604	0.001789606	0.015288222	2.026485267	0.039697953	0.001530776	0
ENSG00000132470.9	0.002026723	0.770990717	0.096879154	0.000732873	0.00435359	0	0.001519676	0
ENSG00000159674.7	0.03445785	0.001143982	0.001294421	0.006674046	1.173125009	0.000817999	0.001515236	0.004953175
ENSG00000167779.3	0.03537515	0.005209566	0.92628491	0.019797508	0.994754566	0.034167091	0.001488535	0.00416858
ENSG00000171631.10	0.00022233	0	0.030889418	0.021704838	0.068428904	1.47879959	0.001477336	0
ENSG00000115468.7	0.008104189	1.245852933	0.000801662	0.01628953	0.230246533	0.001259465	0.001463771	0
ENSG00000184349.8	0.015975032	0.329549596	0.232929871	0.014234854	0.423870708	0.000168554	0.001415408	0
ENSG00000186517.9	0.000750884	0.001664448	0.000539764	0.000482038	0.001532636	0.689576733	0.001415408	0
ENSG00000171056.6	0.029820611	0	0.66284316	0.578997551	0.04645009	0	0.001409611	0
ENSG00000100055.16	0.000471458	0.001664448	0.000778042	0.01136566	0.001706391	1.369832707	0.001363827	0.00412
ENSG00000169508.6	0.000806417	0	0.00092793	0.00095024	0.003492062	0.524302896	0.001360003	0.002016498
ENSG00000132965.5	0.009176765	0.001664448	0.000560946	0.001374387	0.008410504	1.86453489	0.001359016	0.005920074
ENSG00000196352.9	0.015977453	0	0.449755354	0.091366956	0.886950075	0.019520183	0.001357643	0
ENSG00000163827.8	0.41123846	0	0.017567697	0.009681015	0.001000397	0.000478498	0.001346162	0
ENSG00000183785.10	0.641703901	0	0	0.000046249	0.00295196	0.023561901	0.001323243	0
ENSG00000197405.3	0.000113232	0.00113142	0.002201713	0.000856801	0.000799474	1.853575353	0.001292725	0.002016498
ENSG00000150625.12	0.000197306	0	1.849487384	0.02656088	0.019496536	0.000172245	0.001197497	0
ENSG00000112276.9	2.99E-01	0.00E+00	1.31E-02	6.01E-05	3.35E-03	1.32E-03	1.20E-03	0.00E+00
ENSG00000171119.2	0.507781356	0	0.001753667	0.015311217	0.003321066	0	0.001197496	0
ENSG00000205846.3	3.38E-02	0.00E+00	0.00E+00	0.00E+00	3.70E-05	5.51E-01	1.20E-03	0.00E+00
ENSG00000008394.8	0.26806473	0	1.243251051	0.109399631	1.51893344	0.19033458	0.001182514	0.088203739
ENSG00000204482.6	0.001077851	0.035612916	0.000231057	0.002051017	0.000812669	0.553645894	0.001178571	0
ENSG00000167123.14	0.000538723	0.393223697	0.06227591	0.001577753	0.444535994	0.091148859	0.001170592	0.080886419
ENSG00000197859.5	0.038038892	0	0.008197514	0.014676824	0.759303404	0	0.001158925	0
ENSG00000162493.12	0.004728785	0	0.00021205	0.029976408	0.509877503	0.000585648	0.001150781	0
ENSG00000175463.7	0.375314715	0.001664448	0.000128397	0.000638897	0.005780705	0.127711527	0.001146873	0
ENSG00000145192.8	0.058161754	0	2.116287593	0.010605178	0.264736535	0.000172245	0.001142042	0
ENSG00000127329.10	0.177032322	0	0.734256753	1.968324317	0.01041684	0.000696583	0.001087368	0
ENSG00000081237.14	0.000753091	0.001664448	0.00047364	0.012644463	0.000935224	1.23560548	0.001080214	0.002699835
ENSG00000158517.9	0.001790627	0.002149065	0.001014359	0.001157488	0.003425486	0.800071081	0.001079143	0.003023415
ENSG00000183117.13	0.00E+00	2.93E-01	7.71E-04	4.88E-05	5.39E-05	0.00E+00	1.06E-03	0.00E+00
ENSG00000149557.8	0.002462395	1.336954386	0.018935009	0.067499284	0.058722026	0.001595448	0.001033087	0.001006917
ENSG00000140092.10	0.098758545	1.213914497	0.052196686	0.21757438	1.577275204	0.062921555	0.00102601	0.002213039
ENSG00000149781.8	0.003519747	0.001355846	0.022543697	0.004243936	0.003621752	1.120908897	0.00098393	0
ENSG00000122122.9	0	0	0.000250095	0.000858847	0.00049656	0.546833698	0.00098393	0
ENSG00000134853.7	0.04774449	0.001927546	0	0.001972866	1.207693023	0.000977906	0.000926704	0
ENSG00000170807.11	0.691385035	0	0.003912311	0.028533147	0.005351865	0.008473824	0.00091952	0
ENSG00000170579.10	0.000659282	0.610297298	0.000136655	0.000250915	0.004108111	0	0.000908137	0
ENSG00000088992.13	0.021141693	0	0	0.004145444	0.001217004	0.031049813	0.000908137	0.600594436
ENSG00000141968.3	0.000237593	0	0.000306158	0.00023756	0.000515984	0.5262984	0.000908137	0
ENSG00000101445.5	0.018860344	0	0.615853578	0.955855275	0.002906803	0.059327135	0.000904005	0
ENSG00000125730.12	0.133376995	0.002689985	0.00044744	0.019055726	1.589600542	0.063060586	0.000879252	0.001006917
ENSG00000203867.7	0.378128571	0	0	0.009050459	0.002726287	0	0.000827207	0
ENSG00000023902.9	0.037778738	0.159788062	0.027683117	0.102414743	0.002877119	0.437064735	0.000816298	0.472446484
ENSG00000157554.14	0.031308652	0	0.310101355	0.375337736	0.001658273	0.000172245	0.000802987	0
ENSG00000176402.5	3.02E-03	5.28E-01	5.90E-04	8.52E-05	3.75E-05	0.00E+00	7.95E-04	1.34E-03
ENSG00000143867.5	0.019302652	0	0	0.017404424	1.25570945	0.028970127	0.00078003	0.001341848
ENSG00000134240.7	0.043115474	1.7427971	0.032154583	0.020140041	0.852179476	0.001277775	0.000778486	0.038801854
ENSG00000038427.11	0.001022887	0.179624251	0.018791061	0.008208574	0.759685869	0.007651266	0.000756964	0
ENSG00000160255.12	0.004705837	0	0.000763594	0.010052338	0.00367708	1.261411931	0.000741311	0.001006917
ENSG00000185028.3	0.268506414	0	0	0.001039251	0.001345142	0.01966377	0.000710633	0.001006917
ENSG00000171243.7	2.18E-03	9.84E-01	3.29E-04	1.58E-04	4.04E-05	0.00E+00	7.11E-04	1.01E-03
ENSG00000168079.12	0.036645085	0.003296302	0.034015259	0.005780879	0.761263795	0.000600908	0.000693948	0.002002804
ENSG00000181804.10	0.000439873	0	0	0.000242727	0.013854674	0.655583886	0.000693948	0
ENSG00000160791.12	0	0	0.000261156	0.000551495	0.000215462	0.447366026	0.000693948	0.002016498
ENSG00000088882.7	0.049646998	0	0.100986252	0.009053046	1.267451585	0.000372935	0.000688577	0.002002804
ENSG00000160883.6	0	0	0.000306158	0.000105633	0.000237398	0.278913898	0.000674571	0
ENSG00000182871.10	0.016762386	0.886789342	0.294774928	0.096806285	0.087412897	0.002344962	0.000661632	0.106053321
ENSG00000112183.10	0.232589073	0	0	0.01122832	0.000332707	0	0.000639251	0.340992639
ENSG00000104419.10	0.071875267	1.804268011	0.344010031	0.637596897	0.130276485	0.031997225	0.000634854	0.226269528
ENSG00000136383.6	0.334401389	0	0.000110138	0.003535411	0.023896272	0.005791709	0.000618138	0
ENSG00000166123.9	0.137813442	0.931816377	0.06079427	0.017891876	0.024719824	0.22024675	0.000596461	0
ENSG00000167434.5	0.036555652	0	0.006324978	1.299309704	0.007338673	0.000962984	0.000596461	0.002295913
ENSG00000185668.5	0	0.387352351	0	0.003565358	0.004443494	8.77656E-05	0.000596461	0
ENSG00000168918.9	0.001473723	0	0.053210154	0.10713388	0.001301046	0.542705401	0.000596461	0.002016498
ENSG00000173210.15	0.037320561	0	0.000188822	0.735518248	0.029651878	0	0.000590958	0
ENSG00000110031.8	0.000153231	0	0.00016505	0.010628598	0.00075074	0.550268712	0.000590958	0
ENSG00000100365.10	0.000396537	0	0.000662172	0.000590591	0.000326183	0.649903896	0.000590958	0.002016498
ENSG00000163520.9	0.219981206	0.128096216	0.200914519	0.662190384	1.910531016	0.03498991	0.000590434	0.007134136
ENSG00000170571.7	0.011500049	0	0.575006974	0.006858794	0.001373069	0.392213267	0.000586769	0.001006917
ENSG00000178538.5	0.046596862	0	1.367724009	1.099042012	0.118659887	0.00043295	0.000583607	0.006487925
ENSG00000204472.8	0.00044803	0.001664448	0.000263	0.000531156	0.00082348	1.142483219	0.000577798	0.003989237
ENSG00000166926.4	0.002056466	0	0.000390704	0.001835328	0.004654877	1.545808709	0.00057582	0.003989237
ENSG00000185442.8	0.852756689	0	1.15023093	0.044438038	0.058237493	0.000765445	0.000543613	0
ENSG00000184113.8	0.128998009	0	0.004543133	2.12182927	0.006423195	0.002122065	0.000521977	0.003422486
ENSG00000169213.6	0.380196309	0	0	0.015835489	0.005766571	0	0.000508227	0
ENSG00000117091.5	0.000177288	0	0.000997543	0.000862316	0.000838022	1.442822282	0.000472566	0
ENSG00000155926.9	0	0	0.000434652	0.000665722	0.000629921	0.604744988	0.000472566	0
ENSG00000155629.10	0.000141611	0	0	0.000384626	0.000196791	0.259679486	0.000472566	0
ENSG00000126860.7	0.004028677	0.002937545	0.008377918	0.0024372	0.039990151	0.994649348	0.000459621	0.002016498
ENSG00000100060.13	0	0	0.117717061	0.435909992	0.000502305	0.146414363	0.000459621	0.003989237
ENSG00000145335.11	0.001110172	0.500663645	0.000747269	0.037274658	0.005649636	0	0.000458862	0
ENSG00000142494.9	0.617400474	0	0.000233561	0.000408662	0.003273876	0	0.000458862	0
ENSG00000123338.8	0.000132154	0	0.000195996	0.000511521	0.000275769	0.788980948	0.000458862	0.005332721
ENSG00000010282.10	0.782991352	0	0	0.000186575	0.001616023	0.000176565	0.000450879	0
ENSG00000163106.6	0.003257997	0.001927546	0.001151874	0.001566476	0.001309749	0.752561875	0.000450879	0.018590446
ENSG00000101336.8	0.023649494	0	0.000155056	0.001780177	0.000995605	0.750847391	0.000450879	0
ENSG00000153064.7	0.012798102	0	0	0.001149487	0.000105605	0.360955202	0.000450879	0
ENSG00000125266.6	0.038283273	0.001498604	0.623692981	0.505577086	0.006348841	0.00930973	0.000412314	0.257189045
ENSG00000111679.12	0.016369164	0	0.001715208	0.013146853	0.001976862	1.425142146	0.000412314	0.002016498
ENSG00000112799.4	0.001082969	0.006028233	0.003990254	0.003281941	0.006616006	1.609253494	0.000396905	0.005288106
ENSG00000169184.5	0.130574006	0.001664448	0.15933498	0.349497295	1.396917294	0.012751963	0.000393817	0.875203695
ENSG00000124212.5	0.043974812	0.005653827	0.679000348	0.013423489	1.361511757	0.028878038	0.000393817	0.25338639
ENSG00000104332.7	0.144556065	2.279521301	0.015053971	0.00720126	1.050430057	0.030961313	0.000393817	0.001341848
ENSG00000196136.12	0.00041448	0	0.00088534	0.010830933	0.597855941	0.010294374	0.000393817	0
ENSG00000176435.6	0.062314708	0.180767857	1.281081924	0.756387968	0.154595961	0	0.000393817	0
ENSG00000187486.5	0.296753508	0	0.004145219	0	0.000288406	0	0.000393817	0
ENSG00000167614.9	0	1.207157235	0	0.03039499	0.039270733	0.000650182	0.00039132	0.123277707
ENSG00000112936.14	0.002521743	0	0.000172698	0.017792295	0.837920751	0.000890432	0.000390562	0
ENSG00000163710.3	0.141474977	0.004436149	0.001915813	0.01133805	1.332208135	0.028128637	0.000384588	0.001057835
ENSG00000064042.13	0.383201811	1.050230016	0.528015833	0.75136493	0.082899575	0.000617021	0.000384588	0.002002804
ENSG00000118276.7	0.074315022	0.008090872	0.26244197	0.004459823	0.019591486	0.279720953	0.000384588	0
ENSG00000163154.5	0.00040349	0	0.000467991	0.00047303	0.001076365	0.935075759	0.00032536	0.00514385
ENSG00000007171.12	3.48E-02	0.00E+00	0.00E+00	3.42E-01	9.62E-05	0.00E+00	3.12E-04	0.00E+00
ENSG00000012171.13	0.006949986	2.151224104	0.038835355	0.000309439	0.105531532	0	0.00030592	0.001006917
ENSG00000169242.7	0.074967077	0	0.994158034	0.679262761	0.09430336	0.000163071	0.00030592	0
ENSG00000142347.12	0.001922897	0	0.000743532	0.000288286	0.003107202	0.830249565	0.00030592	0
ENSG00000105664.6	0	0	1.703345305	0.002325432	0.029543159	0.003348864	0.00029476	0.162307678
ENSG00000137860.7	0.05733895	0	0.001096733	0.923048221	0.000131074	0.205207451	0.00029476	0
ENSG00000185739.9	1.236753338	0	0.008983373	0.012707178	0.00553728	0.000928861	0.000289982	0
ENSG00000138185.12	0.008810381	0	0.83326595	0.24627364	0.045361946	0.756417409	0.000276124	0.630746518
ENSG00000121858.6	0.025052092	0	0.619957637	0.237001475	0.014489056	0.000920551	0.000276124	0
ENSG00000165124.13	0.027756917	0	0.000390803	0.007547611	0.568277256	0.037971958	0.000270435	0.002002804
ENSG00000163694.10	0	0.001355846	0.000299571	0.000188519	0.005069818	0.347006553	0.000270435	0.002016498
ENSG00000170075.8	0.000151704	1.923115429	0	0.001099819	0.003958837	0.001243071	0.000270435	0
ENSG00000126217.16	0.015531922	0	0.062657918	0.468337545	0.001137306	0	0.000270435	0
ENSG00000110324.5	0	0.006467163	0.000344233	0.000335406	0.000334497	0.605746007	0.000270435	0
ENSG00000175489.9	0.00E+00	1.13E-03	2.46E-04	4.98E-05	3.85E-04	8.75E-01	2.61E-04	0.00E+00
ENSG00000165025.10	0.063020391	0	0	0.007398961	0.016525601	0.492663432	0.000245981	0
ENSG00000164626.8	0.024288705	0.24685647	0.000210165	0.006696566	0.003479237	0.014821599	0.000245981	0
ENSG00000166501.8	0.000437859	0	0	0.000652036	0.001769032	0.715608682	0.000245981	0.005332721
ENSG00000111729.8	0	0	0	0	0.000268583	0.91409817	0.000245981	0
ENSG00000147443.8	3.11E-04	0.00E+00	1.52E-02	7.42E-05	1.65E-03	1.22E+00	2.39E-04	0.00E+00
ENSG00000133574.5	0.009963913	0	0.539747896	1.071541964	0.000784511	0.128566497	0.000238737	0
ENSG00000171227.6	0.12321117	0	0.041588401	0.019537132	0.011265397	1.275345497	0.00023795	0.001006917
ENSG00000198948.7	0.043467225	0.191019812	0.000176569	0.006425008	0.002541243	0.000121043	0.00023795	0
ENSG00000197629.5	0.003285011	0.001664448	0.000485564	0.001895404	0.002212475	0.657810592	0.00023795	0.002016498
ENSG00000066294.10	0	0.001927546	0.000518588	0.000812893	0.000403524	0.608558279	0.00023795	0.003964987
ENSG00000113532.8	2.91E-02	0.00E+00	0.00E+00	3.03E-01	5.60E-05	1.20E-01	2.38E-04	0.00E+00
ENSG00000046604.8	0.449284348	0	0.247005537	0.000702206	0.002861957	0	0.000207527	0
ENSG00000167613.11	0.004589126	0.003382595	0.00111161	0.001786748	0.001073814	0.760616508	0.000207527	0
ENSG00000128573.18	0.028429136	0	0	0.000426568	0.302315995	0	0.000196617	0
ENSG00000178573.6	0.001963962	0.121741357	0.00046281	0.026125937	0.014132155	0.920686048	0.000196617	0
ENSG00000004468.8	0.092590279	0	0.463605033	1.143920112	0.012307251	0.430278126	0.000196617	0.001155204
ENSG00000182985.12	0.000231906	1.883928559	0.120767035	0.117132298	0.003059948	0.116685279	0.000196617	0
ENSG00000120279.6	0.051360525	0	0.480468625	1.087908132	0.001771274	0.000121657	0.000196617	0.001341848
ENSG00000160808.5	0.559351898	0	0.000137948	0.027255045	0.000840859	0	0.000196617	0
ENSG00000100321.10	0.777599114	0	0.000474346	0.015408856	0.00184682	0.011984457	0.000192952	0.002016498
ENSG00000164303.6	0.000655047	0	1.268027058	0.113005124	0.198401988	0.000390106	0.000180894	0
ENSG00000136404.11	0.024381201	0.001355846	0.344588328	0.220784873	0.006626017	0.941105717	0.000180894	0.195688912
ENSG00000152689.13	0.07144899	0	0.26622507	0.736318923	0.00229018	0.248418069	0.000180894	0.002016498
ENSG00000100146.12	0.00E+00	1.41E+00	7.18E-04	6.64E-05	2.21E-03	7.52E-03	1.81E-04	0.00E+00
ENSG00000010327.6	0.066336122	0	1.409564418	0.454981084	0.001634442	1.825697745	0.000180894	0.001341848
ENSG00000151079.6	0	0.680360165	0.003217603	0	0.000761377	0	0.000180894	0
ENSG00000169442.4	0.000746312	0.012468379	0.001037224	0.007427368	0.000726783	0.91567957	0.000180894	0.002016498
ENSG00000169896.12	0.00490687	0	0.000319412	0.004138216	0.000741974	0.808802519	0.000173393	0
ENSG00000120057.4	0.303861366	0.532647389	0	0.000540704	0.001107858	0	0.000133651	0
ENSG00000171877.15	0.53030777	0	0	0.011731545	0.001771584	0	0.000109911	0
ENSG00000154175.12	0.045537618	0.423051232	0.094087946	0.035030219	0.942719766	0.003675894	0	0
ENSG00000187955.7	0.022867271	0.340123121	0.021099926	0.01137317	0.931835312	0.148397329	0	0.005332721
ENSG00000115107.15	0.211368215	0.001143982	0.106320254	0.011730999	0.840961826	0.153075111	0	0
ENSG00000159640.10	0.01561598	0	0.04080603	0.15478848	0.5643267	0.02739003	0	0
ENSG00000133083.10	0	0	0.122227274	0.003810488	0.499241971	0.019292683	0	0
ENSG00000164039.10	0.023562258	0	0	0.001752356	0.491478059	0.00775394	0	0
ENSG00000143850.8	0.051759696	0	0	0.001745635	0.321709966	0	0	0.001107941
ENSG00000152661.7	1.110681696	0.001927546	0.329449131	1.403848084	0.287844116	0.032239469	0	0.003422486
ENSG00000172986.8	0.009203987	0	0.018475241	0.003642047	0.275213672	0	0	0
ENSG00000153902.9	0	1.257382178	0.004145219	0	0.167971601	0.000913247	0	0
ENSG00000196154.7	0	1.25490363	0.0128301	0.01018816	0.13889099	0.34789913	0	0.1027605
ENSG00000167693.12	0.0883614	0.1550546	0.8428746	0.4982849	0.1090756	0	0	0.10069
ENSG00000147408.10	0.05213162	0.34992477	0.60604653	0.19135054	0.10890918	0	0	0
ENSG00000143341.7	0.032996101	0	0.829393997	0.038570901	0.101328185	0.000861881	0	0
ENSG00000185070.6	0.003500582	0	0.512803759	0.033778723	0.096690597	0.010528783	0	0
ENSG00000185437.9	0.551165855	0	0.000133682	0.008906889	0.061644351	0	0	0.494096998
ENSG00000170891.6	0.00576565	0	3.105402963	0.03194016	0.055358657	0.000636387	0	0.001341848
ENSG00000132622.6	0.074526482	0.231197778	0.393343163	0.887452048	0.052921305	0.000635665	0	0
ENSG00000071991.4	1.72E-02	1.87E+00	0.00E+00	9.40E-05	5.27E-02	4.16E-04	0.00E+00	0.00E+00
ENSG00000140937.9	0	0	1.017967724	0.00472122	0.05179034	0.000547918	0	0
ENSG00000132329.6	0.436475157	0.001664448	0	0.018890999	0.049388527	0.252315729	0	1.048291015
ENSG00000145794.12	0.002152006	0.314223464	0	0	0.046666063	0	0	0
ENSG00000156869.8	0.015513118	0	0.48543748	0.038849304	0.04651378	0.069390638	0	0.001341848
ENSG00000214960.5	8.00E-02	8.03E-01	5.66E-03	8.79E-05	4.61E-02	7.90E-03	0.00E+00	0.00E+00
ENSG00000148842.13	0.02785971	0.14523531	0.08260657	0.01042944	0.04599591	0.08310013	0	0.74013921
ENSG00000164120.9	0.000177288	0	0.352785133	0.001475925	0.045371565	1.582028246	0	0.003946258
ENSG00000149294.12	0.068265674	2.491128661	0.393767939	0.011793372	0.042019842	0.002826703	0	0
ENSG00000196338.8	0.00E+00	2.16E-01	0.00E+00	0.00E+00	3.96E-02	6.51E-05	0.00E+00	0.00E+00
ENSG00000154783.6	0.0408329	0.19430765	0.25468879	0.44257247	0.03876878	0.01449098	0	0
ENSG00000197991.10	0.00E+00	4.48E-01	2.65E-02	8.94E-05	3.54E-02	0.00E+00	0.00E+00	0.00E+00
ENSG00000219438.4	0	0.61024298	0.01300413	0	0.02910724	0	0	0
ENSG00000198732.6	0.096653297	0	1.280490578	0.011889952	0.023963332	0.000172245	0	0
ENSG00000103056.7	0.001739989	0.211872759	0.165416157	0.003899315	0.023777562	0.009722378	0	0.002016498
ENSG00000115232.9	0	0.292315034	0.049241515	0.000618266	0.023468394	0.398282326	0	0
ENSG00000182533.6	0.3960862	0	0	0	0.02312856	0	0	0
