Gene	cardiac_muscle_cell	cardiac_neuron	endocardial_cell	endothelial_cell	fibroblast	leukocyte	myofibroblast_cell	smooth_muscle_cell
ENSCAFG00000011172	0.22125601	1.71955388	1.5334249	0.25839465	2.52769719	0.03433359	1.29460106	0.51128338
ENSCAFG00000014079	0.602821365	0	0.015068925	0.001576562	0.008958027	0	0.173902451	0.291316327
ENSCAFG00000004396	0.131640535	0	0.001861614	0.0011596	0.011942254	0.022097782	0.053867909	0.22958718
ENSCAFG00000004406	0.219981206	0.128096216	0.200914519	0.662190384	1.910531016	0.03498991	0.000590434	0.007134136
ENSCAFG00000014582	0.057913762	0	0.000269911	0.051362779	0.074328699	0	1.683080838	1.118929508
ENSCAFG00000014325	0.136	0.18	0.0414	0.027	0.0112	8.71e-05	0	0.398
ENSCAFG00000015898	0	0.001355846	0.000299571	0.000188519	0.005069818	0.347006553	0.000270435	0.002016498
ENSCAFG00000015887	0.26170863	0.15894426	0.47565598	0.92497549	0.11300356	0.02902713	0.39902697	0.01910658
ENSCAFG00000007915	0.141474977	0.004436149	0.001915813	0.01133805	1.332208135	0.028128637	0.000384588	0.001057835
ENSCAFG00000004489	0.1602504	0.4310787	0.5631816	2.1213561	0.2431996	0.2229333	1.4559654	1.0803722
ENSCAFG00000014049	0.001481363	0.001498604	0.001789606	0.015288222	2.026485267	0.039697953	0.001530776	0
ENSCAFG00000013716	0.41123846	0	0.017567697	0.009681015	0.001000397	0.000478498	0.001346162	0
ENSCAFG00000032716	0.073429073	0	2.957026672	1.855497153	0.005276013	0.002421858	0.020193814	0.002295913
ENSCAFG00000010813	0.023562258	0	0	0.001752356	0.491478059	0.00775394	0	0
ENSCAFG00000007891	0.000177288	0	0.352785133	0.001475925	0.045371565	1.582028246	0	0.003946258
ENSCAFG00000008791	0.146	0	0.00061	5.89e-05	0.0143	0	0.0857	0.504
ENSCAFG00000008467	0	0.596589729	0.016812544	0.000186575	0.008184113	0.000928647	0	0
ENSCAFG00000009200	0.35343775	0.72398048	0.25171493	0.04467887	0.90947821	0.02169952	0.87280101	0.38309622
ENSCAFG00000007793	0.000655047	0	1.268027058	0.113005124	0.198401988	0.000390106	0.000180894	0
ENSCAFG00000009031	1.426633836	0	0.001843869	0.018875029	0.010445599	0.002042103	0.019147527	0
ENSCAFG00000018666	0.110614976	0.160056449	0.123013723	0.009276174	0.019219214	0	0.55960686	0.205708131
ENSCAFG00000017318	0.050266396	0	0.583955465	0.384708821	0.505928712	0.001199036	1.04365166	1.430188241
ENSCAFG00000029950	0.002498833	0.656911174	0	0	0.002435687	0	0.098387711	0
ENSCAFG00000000283	1.170517163	0	0.054102336	0.073080035	0.009999639	0.055458991	0.019136952	0.003967549
ENSCAFG00000000925	0.000662193	0.132002651	0.03937679	0.241251954	0.006913147	0	0.374545079	0.001155204
ENSCAFG00000001438	0.091058443	0.007456291	0.087984845	0.076060087	3.054639683	0.040325807	0.009399993	0.007118951
ENSCAFG00000029359	0.024288705	0.24685647	0.000210165	0.006696566	0.003479237	0.014821599	0.000245981	0
ENSCAFG00000025589	0.11491485	0.81531795	2.84253385	1.58072933	0.15194305	0.06372797	0.86365675	0.04939352
ENSCAFG00000031706	0.11491485	0.81531795	2.84253385	1.58072933	0.15194305	0.06372797	0.86365675	0.04939352
ENSCAFG00000000665	0.00100938	0.003349193	0.002755334	0.011868675	0.003280549	0.468118656	0.010751104	0
ENSCAFG00000002069	0.16298651	0.91636839	0.23178703	0.03145565	2.10121931	0.04090331	0.89182383	0.88658767
ENSCAFG00000025327	0.064214842	0	0.002276925	0.971649327	0.000899828	0	0	0
ENSCAFG00000006766	0.21920781	0.63499485	0.32572578	0.66039185	0.23717812	0.02839597	0.98055368	0.68041108
ENSCAFG00000012249	0.198637587	0	0	0.000293025	0.000354425	0	0	0
ENSCAFG00000004687	0.043465287	0	0.88685057	0.704424472	0.007127546	0	0.003295967	0
ENSCAFG00000000654	0.031939291	0	0.283348606	0.122691619	0.003480323	0	0	0
ENSCAFG00000031938	0.14621372	0.5270634	0.12766689	0.08727722	0.95915818	0.02973239	0.27966648	0.43308861
ENSCAFG00000002171	0.063020391	0	0	0.007398961	0.016525601	0.492663432	0.000245981	0
ENSCAFG00000001791	0.095483172	1.986728975	0.05425066	0.011957465	0.963312705	0.000248888	0.147715341	0
ENSCAFG00000002928	0.027756917	0	0.000390803	0.007547611	0.568277256	0.037971958	0.000270435	0.002002804
ENSCAFG00000013933	0.000510702	0	0.000366824	0.000859095	0.001519205	1.271971202	0	0
ENSCAFG00000011921	0.705118171	0	0	0.006743598	0	0	0	0
ENSCAFG00000017514	0.02308043	0	0	0.11701896	0.11210309	0	0.55387053	0.19682678
ENSCAFG00000001854	0.112547347	0	0.003661933	1.803349575	0.003213798	0.00033235	0.004728365	0.004662828
ENSCAFG00000011950	0.015972923	0.003385885	0.526302155	0.033907306	0.019565505	0.010426633	0.007595481	0.081981948
ENSCAFG00000005483	0.049697613	0.236700581	0.188484557	0.099515607	0.746674194	0.003240939	0.443482836	0
ENSCAFG00000012915	0.028349572	0	0.002613488	0.702245722	0.002685377	0.003228194	0.04029569	0.003422486
ENSCAFG00000012556	0.61246553	0.52162321	0.51568489	0.11162663	1.13743764	0.02274042	1.01386346	0.64124409
ENSCAFG00000011613	0	1.456042818	0.000896094	0.000798124	0.000283773	0.001287	0	0
ENSCAFG00000028511	0.137813442	0.931816377	0.06079427	0.017891876	0.024719824	0.22024675	0.000596461	0
ENSCAFG00000014548	0.08346932	0.03391693	0.21142955	0.12319513	1.07819394	0.02386164	0.80117641	0.20305403
ENSCAFG00000000339	0	0.12427871	0	0	0.01622018	0	0.21569481	0
ENSCAFG00000018277	0.47450394	2.2963019	0.05825688	0.29235612	1.3866166	1.23474967	0.64936729	2.7003148
ENSCAFG00000007401	0.47450394	2.2963019	0.05825688	0.29235612	1.3866166	1.23474967	0.64936729	2.7003148
ENSCAFG00000001991	0.47450394	2.2963019	0.05825688	0.29235612	1.3866166	1.23474967	0.64936729	2.7003148
ENSCAFG00000031264	0.012376457	0	0.030738441	0.304733304	0.001537212	0	0	0
ENSCAFG00000007627	0.23266281	0	0.08032265	0.05361408	0.76875724	0.01438213	0.02618134	0.15242987
ENSCAFG00000014847	0.393733461	0	0	0.001013617	0.00182137	0.005065192	0	0
ENSCAFG00000006757	0.071340922	0.732613618	0.000126627	0.000483946	0.029210895	0.099678089	0.367530579	0.188544075
ENSCAFG00000007339	0.13810756	0.10499973	0.41988281	0.73753247	0.08700273	0.04930664	0.21699366	0.33135089
ENSCAFG00000018386	0.002108315	0.123195403	0.003220721	0.003510671	0.004463009	1.983300962	0.002338228	0.010720746
ENSCAFG00000030269	0.113830418	0.014305391	0.001757287	0.03145248	2.993992375	0.062213227	0.009916699	0.151475743
ENSCAFG00000017622	0.000437859	0	0	0.000652036	0.001769032	0.715608682	0.000245981	0.005332721
ENSCAFG00000000144	0.045226228	0.001498604	0	0.001889277	0.060900657	0	0.3183278	0
ENSCAFG00000013730	0	0.994659238	0	0	0.000164985	0	0	0
ENSCAFG00000013633	0.5179906	2.7795283	2.9615707	3.5606681	2.384555	3.4231942	2.0075037	1.1040192
ENSCAFG00000044297	0.06699797	0	0.56701343	1.49391803	0.24367137	0.35923697	0.50526554	0.16284086
ENSCAFG00000024578	0.007937895	0	1.71700746	0.058081457	0.005599674	0	0.334338442	0
ENSCAFG00000010360	0.002056466	0	0.000390704	0.001835328	0.004654877	1.545808709	0.00057582	0.003989237
ENSCAFG00000010370	0	0	0	0	0.000229527	1.028201972	0	0
ENSCAFG00000016918	0.03814128	0.18762992	0.52856908	0.54648309	0.01862176	0.10412471	0.02426674	0.09455764
ENSCAFG00000020061	0.000538723	0.393223697	0.06227591	0.001577753	0.444535994	0.091148859	0.001170592	0.080886419
ENSCAFG00000009824	0.001572239	0.001664448	0.019453169	0.007797229	0.00165459	0.571417494	0	0
ENSCAFG00000010090	0.009474682	0	0.526686862	0.068677073	0.002413689	0	0.115173912	0.077447694
ENSCAFG00000024187	0	0	0	6.53e-05	3.72e-05	0.499	0	0
ENSCAFG00000005793	0.2226271	0	0	0	0	0	0	0
ENSCAFG00000025510	0.00436	0	0.000156	0	1.07e-05	0	0.0274	0.635
ENSCAFG00000017829	0.036555652	0	0.006324978	1.299309704	0.007338673	0.000962984	0.000596461	0.002295913
ENSCAFG00000018960	0.429979236	0	0	0.112144133	0.006522501	0.016968083	0	0
ENSCAFG00000005041	0.14066709	0.7271337	0.16560089	0.03576934	1.30847099	0.36772767	1.05922753	0.63354814
ENSCAFG00000002657	0	1.207157235	0	0.03039499	0.039270733	0.000650182	0.00039132	0.123277707
ENSCAFG00000029248	0.008208716	0	0.079834469	0.002431519	0.167337439	0.001183568	0.380033618	0.618686563
ENSCAFG00000005948	0.456952857	0.002937545	1.342088189	0.129793615	0.01415292	0.09239134	0.061227543	0.604242193
ENSCAFG00000019194	0.00104401	0.267116378	0.015561771	0.002258761	0.016953258	0.623164085	0.039593433	0.005332721
ENSCAFG00000002883	0	0.419260547	0	0.005734884	0	0	0	0
ENSCAFG00000028636	0.03537515	0.005209566	0.92628491	0.019797508	0.994754566	0.034167091	0.001488535	0.00416858
ENSCAFG00000016820	0.124085089	0.005295846	0.621973821	2.071139384	0.006456823	0.012407722	0.001752852	0.001057835
ENSCAFG00000028730	0	0	0.275	0.00168	1.32e-05	0	0	0
ENSCAFG00000013500	0.048587499	0.501222064	0.235040427	0.006741181	0.526357813	0.003451775	0.163962048	0
ENSCAFG00000008354	0.036645085	0.003296302	0.034015259	0.005780879	0.761263795	0.000600908	0.000693948	0.002002804
ENSCAFG00000028862	0.356208899	0	0	0	0.000751248	0	0	0.559939125
ENSCAFG00000009242	0.1771062	0.4193906	0.199486	0.5084974	0.4441353	0.4810762	1.4597679	2.4825075
ENSCAFG00000012386	0.355	0.142	0	0	8.57e-06	0	0	0.267
ENSCAFG00000017682	0.1970282	0.627904	0.1816968	0.1113638	0.2148983	0.1246218	1.2958447	0.1531761
ENSCAFG00000000751	0.075295228	0	0.032446141	0.010629823	0.861652777	0.003048146	0.180521457	0
ENSCAFG00000013875	2.47627077	0	0.03068602	0.12793732	0.02126499	0.01745746	0.06551876	0
ENSCAFG00000014812	0.17168753	1.13812449	0.14586169	0.04025214	2.34917445	0.05026863	0.8965135	0.02212089
ENSCAFG00000010049	0.002175731	1.206617176	0.000444782	0	0.011042953	0.141522133	0	0
ENSCAFG00000007689	0.258526895	0.101810601	1.031107176	0.414646892	0.204694361	0.082955872	0.035956318	0.003127352
ENSCAFG00000032571	0.07754093	0.98071786	0.04255349	0.03218398	0.04044408	0.08796556	0.02277619	0.11262948
ENSCAFG00000011650	0.001473723	0	0.053210154	0.10713388	0.001301046	0.542705401	0.000596461	0.002016498
ENSCAFG00000011348	0.009559546	1.029225443	0	0.021535884	0.066749669	0.004833362	0.231440061	0.508765461
ENSCAFG00000011823	0.130574006	0.001664448	0.15933498	0.349497295	1.396917294	0.012751963	0.000393817	0.875203695
ENSCAFG00000003790	0.380196309	0	0	0.015835489	0.005766571	0	0.000508227	0
ENSCAFG00000017069	0.074967077	0	0.994158034	0.679262761	0.09430336	0.000163071	0.00030592	0
ENSCAFG00000018389	0.214160375	0	0	0.000119676	0.001009799	0	0	0
ENSCAFG00000008838	0	0	0.001730272	0	0.010165399	0.015991546	0.004422825	0.867956686
ENSCAFG00000017182	0.009761542	0	0.23225449	0.390151002	0.002638744	0.021119257	0	0
ENSCAFG00000006592	0.01763109	0.71680398	0	0	0.01160995	0	0	0
ENSCAFG00000011895	0	0	0.000362	0.000293	2.77e-05	0.271	0	0
ENSCAFG00000031652	0.1670022	0.57591042	0.17366738	0.02653446	1.33867482	0.01018035	0.98488625	1.16187022
ENSCAFG00000012520	0.000746312	0.012468379	0.001037224	0.007427368	0.000726783	0.91567957	0.000180894	0.002016498
ENSCAFG00000010662	0	0	0	0	1.49e-05	0	0.119	0.295
ENSCAFG00000005802	0.000806417	0	0.00092793	0.00095024	0.003492062	0.524302896	0.001360003	0.002016498
ENSCAFG00000003276	0.08694868	0.491866522	0.013436666	0.002729162	0.353546526	0	0.097466916	0.023119623
ENSCAFG00000015135	0.021533594	0.201390378	0.332567803	0.403825289	0.008471959	0	0.105326125	0.107502333
ENSCAFG00000016342	0.441923339	0	0.373322715	0.000937341	0.04811427	0.005146015	0.006965092	0
ENSCAFG00000010761	0.07686176	0.27033289	0.25474364	0.70640516	1.31257372	0.16316386	0.67893519	0.66900793
ENSCAFG00000008343	0.1957496	0.6274719	4.5858483	2.465965	0.93485	0.0497515	2.2490712	1.8880113
ENSCAFG00000009721	0.023973836	0.867546913	0.115009019	0.007299609	0.195178133	0.122981172	0.026022947	0.002016498
ENSCAFG00000025108	0.000151704	1.923115429	0	0.001099819	0.003958837	0.001243071	0.000270435	0
ENSCAFG00000023925	0.9708013	0.415736297	0.040621348	0.022769683	0.112387898	0.009254284	0.227455434	0.964242709
ENSCAFG00000005399	0.010631302	0	0.090459422	0.513870719	0.000432887	0	0	0
ENSCAFG00000011465	0.32526035	0.002642586	0.528705337	4.081326367	0.038323358	0.011112841	2.041259833	0.820602403
ENSCAFG00000025410	0.32526035	0.002642586	0.528705337	4.081326367	0.038323358	0.011112841	2.041259833	0.820602403
ENSCAFG00000018873	0.32526035	0.002642586	0.528705337	4.081326367	0.038323358	0.011112841	2.041259833	0.820602403
ENSCAFG00000011192	0.32526035	0.002642586	0.528705337	4.081326367	0.038323358	0.011112841	2.041259833	0.820602403
ENSCAFG00000006247	0	0.486934306	0.021923369	0	0.000525446	0	0	0
ENSCAFG00000004556	0.015555425	0	0.043686324	0.013571983	0.002289928	0.112356839	0.724472692	0.80008839
ENSCAFG00000032659	0.720960707	0	0	0.166786837	0.000545174	0	0.020511721	0
ENSCAFG00000018074	0.02259874	0	0	0	0.02854751	0.05352144	0.50853379	0
ENSCAFG00000010680	0.084	0.109	1.12	0.493	0.113	6.51e-05	0.335	0.0663
ENSCAFG00000007785	0.023403458	0	0.574433672	0.440023855	0.004535914	0.550806478	0.246188455	0.122609842
ENSCAFG00000018115	0.40384122	0.59301339	0.02624912	0	0.02695975	0	0.07248171	0
ENSCAFG00000018487	0.011500049	0	0.575006974	0.006858794	0.001373069	0.392213267	0.000586769	0.001006917
ENSCAFG00000018531	0.000659282	0.610297298	0.000136655	0.000250915	0.004108111	0	0.000908137	0
ENSCAFG00000014546	0.214527945	0.223371936	0.042072169	0.036272443	3.239233795	0.027519204	0.028652574	0.004926632
ENSCAFG00000001775	0.691385035	0	0.003912311	0.028533147	0.005351865	0.008473824	0.00091952	0
ENSCAFG00000015706	0.00576565	0	3.105402963	0.03194016	0.055358657	0.000636387	0	0.001341848
ENSCAFG00000019993	0.270206635	0	1.437590377	2.338538641	0.0132744	0.329580202	0.035648975	0.001057835
ENSCAFG00000029745	0.507781356	0	0.001753667	0.015311217	0.003321066	0	0.001197496	0
ENSCAFG00000004893	0.12321117	0	0.041588401	0.019537132	0.011265397	1.275345497	0.00023795	0.001006917
ENSCAFG00000019015	0.142754649	0	0.823699519	0.100046326	0.001554191	0.000292748	0.001724476	0
ENSCAFG00000002426	0.00218	0.984	0.000329	0.000158	4.04e-05	0	0.000711	0.00101
ENSCAFG00000023367	0.972364736	0	0.016098903	0.024738302	0.003702214	0	0.021613503	0.041557582
ENSCAFG00000008672	0.177	0	0	0	1.24e-05	0	0	0
ENSCAFG00000005628	0.00022233	0	0.030889418	0.021704838	0.068428904	1.47879959	0.001477336	0
ENSCAFG00000016331	0.178805177	0	0.007589151	0.000209672	0.032639174	0.165422919	0.281470403	1.09505062
ENSCAFG00000013733	0.033217797	2.315710155	0.015945943	0.017229591	0.023564064	0.933294567	0.005809168	0.171477133
ENSCAFG00000025436	0.003094578	0.001355846	0.00039038	0.000623794	0.000582289	1.425555999	0	0
ENSCAFG00000006065	0.47030147	4.42626146	0.20823928	0.72023528	0.74622137	0.06605293	0.41354837	0.55754014
ENSCAFG00000013473	0.53030777	0	0	0.011731545	0.001771584	0	0.000109911	0
ENSCAFG00000007047	0.008384162	1.710722876	0.978452739	0.003758297	0.001460426	0.008101743	0.005999787	0
ENSCAFG00000001446	0	0.196392326	0	0	0.001562665	0	0	0
ENSCAFG00000000957	0	0.282706099	0	0.02943712	0.001805779	0.004875582	0.149923204	0.130418968
ENSCAFG00000013504	0.000311281	0	0.000250143	0	0.000203511	0.601807386	0	0
ENSCAFG00000025113	0	0	0.000162725	0.000662602	0.000260699	1.070436502	0	0
ENSCAFG00000002023	1.449748045	0.350023798	0.013061323	0.061370112	0.018611413	0.001452942	0.132025079	1.838926585
ENSCAFG00000012432	2.04805551	0	0.04118984	0.1191653	0.01824843	0.01730904	0.05640589	0
ENSCAFG00000012424	0.210746288	0	0.008567993	0.013057572	0.06481142	0	0.354466928	0.483277159
ENSCAFG00000012391	0.055036445	0	0.303445552	0.000254296	0.094773514	0.000216544	0.320513882	1.228961435
ENSCAFG00000011828	0.02667434	0	0.57802665	0.21528988	0.01467111	0.46032124	0.09476044	0
ENSCAFG00000004583	0	0	0	0.004638708	0.000282341	0.051439309	0.340188943	0
ENSCAFG00000007246	0.022179869	0.028139943	0	0.000180564	0.038738093	0	0.309339614	0.202531418
ENSCAFG00000019575	0.185733052	0	1.846052862	2.197727396	0.007423849	0.039434834	0.105660083	0
ENSCAFG00000006424	0.009203987	0	0.018475241	0.003642047	0.275213672	0	0	0
ENSCAFG00000003297	0	0.431	0	0.000128	2.76e-05	0	0.0158	0
ENSCAFG00000012084	0.218972771	0	0	0.006775253	0.005922019	0	0.174102545	0.27056243
ENSCAFG00000017282	0.051813943	0	0.000233561	0	0.000188134	0.411190558	0.011862286	0
ENSCAFG00000018323	0.037320561	0	0.000188822	0.735518248	0.029651878	0	0.000590958	0
ENSCAFG00000016091	0.0312	0	0.051	0.152	5.21e-05	0	0.699	2.48
ENSCAFG00000016086	0.10551885	0	2.300134304	1.500123548	0.003709566	0.000341745	0.00227585	0.001341848
ENSCAFG00000030120	0.0321	0.916	0	7.97e-05	0.00402	0	1.32	0.266
ENSCAFG00000016116	1.37141717	0	0.03523877	0.04822804	0.03523841	0.03490675	0.029539	0.21643682
ENSCAFG00000015757	0.174346728	3.500683797	0.085002768	0.158947302	0.193849933	0.608825259	0.069403003	0.007092339
ENSCAFG00000015912	0.50794025	0.25167823	0.52271957	1.98806769	0.40476898	0.28819807	0.65456543	0.06054429
ENSCAFG00000005241	0.031772518	0.063657352	0.342576745	0.223465956	0.008807163	0.056881865	0.041683092	0.91027638
ENSCAFG00000014774	0	0	0	0.00410578	0.000161268	0.320454122	0	0
ENSCAFG00000016374	2.78591847	0	0.06275706	0.11604988	0.03446469	0.02393746	0.16761957	0
ENSCAFG00000011722	0.192099642	0.020561607	1.513706361	2.119011706	2.552955076	0.067247247	0.168830827	0.008349118
ENSCAFG00000008907	0.248607142	0.028977383	0.066888606	0.071812729	0.070421657	0.002433371	0.747163943	0.814340176
ENSCAFG00000019183	0.888499883	0.005653827	0	0.024917647	1.286826292	0.03828888	0.018193428	0
ENSCAFG00000000682	0.1793388	0	0	0	0	0	0.01036087	0
ENSCAFG00000006695	0	0	0.185	0.0165	0.00363	6.51e-05	0	0
ENSCAFG00000008523	0	0	0.000961542	0.000314997	0.016461415	0.046758574	1.349644444	0.13772251
ENSCAFG00000049337	0.216	0	0	0.00335	1.92e-05	0	0	0
ENSCAFG00000015475	1.76047425	0	0.07560561	0.09965103	0.06071678	0.03523806	1.0319697	2.48268345
ENSCAFG00000007806	0	0.427614078	0.000241092	0.000285332	0.000657192	0	0	0
ENSCAFG00000009400	0.043895	0	0.20861695	0.97828139	0.02917358	0.03051834	0.10971143	0.49033245
ENSCAFG00000011599	0.375314715	0.001664448	0.000128397	0.000638897	0.005780705	0.127711527	0.001146873	0
ENSCAFG00000007983	0	0	0.008282177	0.020605126	0.000332996	0.195140696	0	0
ENSCAFG00000014879	0	0.00113	0.000246	4.98e-05	0.000385	0.875	0.000261	0
ENSCAFG00000017130	0.024009163	0.001143982	0.142961591	0.022339872	0.798047987	0.168474863	0.088409933	0
ENSCAFG00000014738	1.1723574	0.726995	1.0483314	0.8260232	0.8895416	0.9760002	1.616174	1.9965615
ENSCAFG00000024399	1.1723574	0.726995	1.0483314	0.8260232	0.8895416	0.9760002	1.616174	1.9965615
ENSCAFG00000014893	0.00302	0.528	0.00059	8.52e-05	3.75e-05	0	0.000795	0.00134
ENSCAFG00000013756	0.062314708	0.180767857	1.281081924	0.756387968	0.154595961	0	0.000393817	0
ENSCAFG00000011241	0.65143667	0.32001304	0.46373193	0.10214941	0.2814613	0.07837388	1.08789359	0.80354456
ENSCAFG00000047672	0	0	0.569203635	0.018266666	0.007809896	0.022962866	0	0
ENSCAFG00000006130	0.40756349	0.223180956	0.070620471	0.028505112	0.011795707	0.004771833	0.056785573	0
ENSCAFG00000010169	0.01073846	0.652532006	0.020562516	0.003521802	0.670760248	0.000839844	0.0595411	0.179748079
ENSCAFG00000029621	0.075831626	0	1.171664386	0.220584891	0.017665308	0.006663581	0.058675422	0
ENSCAFG00000003672	0.01661801	0.22486665	0.01520067	0.06048892	0.01635548	0	0.10275108	0
ENSCAFG00000019777	0.000280651	1.918862138	0.003217603	0.000289565	0.010228658	0	0.00524556	0
ENSCAFG00000013968	0.005345813	0	0	0.000162717	0.000398203	1.212797396	0	0.132183837
ENSCAFG00000001832	0.510684122	0	0	0	0.00012916	0	0	0
ENSCAFG00000029844	0	0.3	0	6.07e-05	4.83e-05	0.0227	0	0
ENSCAFG00000008922	1.447462406	0	0	0.064324183	0.008746434	0	0.144241764	0.213349509
ENSCAFG00000032297	0.483727962	0	0.099518563	0.011922368	0.004336162	0.048571198	0.025286276	0
ENSCAFG00000023380	0.016711205	0	0.055752677	0.042579172	0.086569244	0.004979537	0.341630912	0.05443965
ENSCAFG00000007141	0.046596862	0	1.367724009	1.099042012	0.118659887	0.00043295	0.000583607	0.006487925
ENSCAFG00000020027	0.001963962	0.121741357	0.00046281	0.026125937	0.014132155	0.920686048	0.000196617	0
ENSCAFG00000005068	0.008875595	0.184887393	0.110193487	0.168358189	0.042574579	0.874717455	0.082818179	0.007092339
ENSCAFG00000013241	0.09929743	0	0.47775566	1.57806103	0.00972151	0.022342	1.34296998	0.46114863
ENSCAFG00000004143	0.045401184	0	0.779586342	0.537813854	0.000325742	0	0.016285126	0
ENSCAFG00000019258	0.022968774	3.65031399	0.032608624	1.004634051	1.221824999	0.00114014	0.10773741	0.002002804
ENSCAFG00000028834	0.02076806	0.07216119	0.23687065	0.32109089	0.14133193	0.06229039	0.79344834	0.46481532
ENSCAFG00000047105	0	0	0.00276068	0.02477234	0.24962451	0	0.91097459	1.05021486
ENSCAFG00000020413	0.086977254	0	0.835958083	1.533959817	0.004846254	0.002126422	0.002771741	0.002497052
ENSCAFG00000002712	0	0.393583795	0	0.001798279	0.003934691	0.000442747	0.159431823	0
ENSCAFG00000011559	0.000132154	0.004895468	0.01746086	0.154546603	0.004850828	1.171135804	0.013638386	0
ENSCAFG00000023269	0.074921202	0.313789853	0.018874655	0.00804044	1.569865026	0.002038535	1.177867943	0.265260727
ENSCAFG00000006261	0	0.172473941	0	0.00041505	0.002969689	0	0	0
ENSCAFG00000003363	0.614931677	0	0.004587079	0.000172614	0.002073795	0.004912356	0	0
ENSCAFG00000005705	0.017062316	0.640935821	0.027712587	0	0.017551038	0.008508055	0.046709312	0.014917235
ENSCAFG00000009317	0.019182876	0	0.0135048	0.003696144	0.639484282	0.000430833	0.104161383	0.00514385
ENSCAFG00000010823	0.8671586	0.4589438	0.6957882	0.5746744	1.3900567	0.170278	0.6370209	0.3532036
ENSCAFG00000008028	0.000439873	0	0	0.000242727	0.013854674	0.655583886	0.000693948	0
ENSCAFG00000016126	0.6740172	0	0	0.01009573	0.01442312	0	0.39980319	0.64076266
ENSCAFG00000010157	0.065853337	0.127537294	1.893490163	0.154693967	0.396849994	0.000132184	0.040525141	0
ENSCAFG00000006882	0.178	0	0	0.00265	2.67e-05	0	0	0
ENSCAFG00000010526	0.08913861	0.798284122	0.005317735	0.004595071	0.022883149	0	0	0
ENSCAFG00000019189	0.2025412	0.94497663	2.81868334	0.09983987	2.93711202	0.0461239	1.93905885	1.46417909
ENSCAFG00000005557	0.3960862	0	0	0	0.02312856	0	0	0
ENSCAFG00000018312	0	0	0.0648	0.000112	6.83e-05	0	0.147	0
ENSCAFG00000018219	0.024316231	0.007972516	0.00660002	0.014978902	0.01654258	2.887351731	0.009669671	0.010429899
ENSCAFG00000010134	0.019749908	0.001498604	0.449164014	0.041919287	0.880754836	0.007002514	0.163291667	0.114618309
ENSCAFG00000009907	0.021296774	0	0.03735027	0.000153264	0.028020626	0	0.221939548	0
ENSCAFG00000044317	0.016762386	0.886789342	0.294774928	0.096806285	0.087412897	0.002344962	0.000661632	0.106053321
ENSCAFG00000007115	0.10626087	0.43396946	0.06124307	0.31847429	0.01748038	0.04275146	0.05842263	0
ENSCAFG00000014089	0.06255521	0.27675092	0	0.21264476	0.07430392	0	1.34992764	1.49259369
ENSCAFG00000013482	0.000231906	1.883928559	0.120767035	0.117132298	0.003059948	0.116685279	0.000196617	0
ENSCAFG00000023592	0.689164838	0.003382595	0.00214281	0.005945615	0.099772939	0.240586539	0.328818281	0.738875585
ENSCAFG00000008686	0	0.293	0.000771	4.88e-05	5.39e-05	0	0.00106	0
ENSCAFG00000032030	0.050329842	0.008358115	0.006795721	0.02683193	1.197018162	0.12413454	0.010599394	0.033716126
ENSCAFG00000013221	0.18559514	0	0	0	0	0	0.04168556	0.45188932
ENSCAFG00000010656	0.00354	0	0.205	0.108	3.74e-05	0.0319	0	0
ENSCAFG00000016229	0.641703901	0	0	4.6249e-05	0.00295196	0.023561901	0.001323243	0
ENSCAFG00000005826	0	0.154	0	4.67e-05	0	0	0	0
ENSCAFG00000020387	0.029345533	0	0.317502773	0.19613842	0.000217272	0	0	0
ENSCAFG00000018466	0.01344774	0	0.00183501	0.01305332	0.22308732	0.99916395	1.42703364	0.73260496
ENSCAFG00000042795	0.128998009	0	0.004543133	2.12182927	0.006423195	0.002122065	0.000521977	0.003422486
ENSCAFG00000031210	0.026458713	0.298424433	0.876810627	0.031984078	0.957760894	0.004958688	1.010231997	0
ENSCAFG00000010617	0.056352959	0.719872656	0	0.009678014	0.114862498	0.000163071	0.022212827	0.001057835
ENSCAFG00000007448	0.015975032	0.329549596	0.232929871	0.014234854	0.423870708	0.000168554	0.001415408	0
ENSCAFG00000001237	0.6104423	0	0.1580635	1.5170007	0.1671652	0.3474616	0.8262381	2.0561587
ENSCAFG00000017443	0.71063266	0	0.023736827	0.047308375	0.002948615	0.028734177	0	0
ENSCAFG00000005289	0.020611001	0.811507831	0	0	0.004143028	0.000168554	0	0
ENSCAFG00000018401	0.0372	0	0.000455	0.267	5.91e-05	0.0105	0	0
ENSCAFG00000014403	0.00478717	0.150680806	0	0.000180564	0.014496325	0	0	0
ENSCAFG00000029782	0.268506414	0	0	0.001039251	0.001345142	0.01966377	0.000710633	0.001006917
ENSCAFG00000005373	0	0	0.000293723	0	0.033928187	0.018207162	0.235421759	0
ENSCAFG00000017329	0.003500582	0	0.512803759	0.033778723	0.096690597	0.010528783	0	0
ENSCAFG00000005911	0.305	0	0	0.0121	3.03e-05	0.000313	0	0.136
ENSCAFG00000013434	0.02494135	0	0.54474174	0.89487981	0.07563397	0.19934364	0.31705174	0.57369873
ENSCAFG00000030859	0.852756689	0	1.15023093	0.044438038	0.058237493	0.000765445	0.000543613	0
ENSCAFG00000031979	0.046	0.329	0.145	9.21e-05	0.0335	0.0247	0.243	0.262
